2009/48,2009. évi XXI. törvény,Az anyakönyvezéssel összefüggő egyes törvények módosításáról
2009/48,2009. évi XXII. törvény,A központi vámkezeléssel kapcsolatban a hagyományos saját forrásoknak az uniós költségvetés számára történő rendelkezésre bocsátásakor visszatartott nemzeti beszedési költségek megosztásáról szóló Egyezmény kötelező hatályának elismeréséről és kihirdetéséről
2009/61,2009. évi XXIII. törvény,"A Londonban, 2000. október 17-én kelt, az európai szabadalmak megadásáról szóló Egyezmény 65. cikkének alkalmazásáról szóló Megállapodáshoz való csatlakozásról"
2009/61,2009. évi XXIV. törvény,"A Magyar Köztársaság Kormánya és a Luxemburgi Nagyhercegség Kormánya között az egymás nevében a vízumok kiadásában, valamint a biometrikus adatok gyűjtésében diplomáciai és konzuli képviseleteik útján történő kölcsönös eljárásról szóló Megállapodás kihirdetéséről"
2009/61,2009. évi XXV. törvény,"A Magyar Köztársaság Kormánya és a Németországi Szövetségi Köztársaság Kormánya között az egymás nevében a vízumok kiadásában, valamint a biometrikus adatok gyűjtésében diplomáciai és konzuli képviseleteik útján történő kölcsönös eljárásról szóló Megállapodás kihirdetéséről"
2009/62,2009. évi XXVI. törvény,A védjegyek nemzetközi lajstromozásáról szóló Madridi Megállapodáshoz kapcsolódó 1989. évi Jegyzőkönyv módosításának kihirdetéséről
2009/62,2009. évi XXVII. törvény,Egyes iparjogvédelmi törvények módosításáról
2009/63,2009. évi XXVIII. törvény,Egyes agrártárgyú törvények módosításáról
2009/63,2009. évi XXIX. törvény,"A bejegyzett élettársi kapcsolatról, az ezzel összefüggő, valamint az élettársi viszony igazolásának megkönnyítéséhez szükséges egyes törvények módosításáról"
2009/67,2009. évi XXX. törvény,A Magyar Köztársaság Alkotmányáról szóló 1949. évi XX. törvény módosításáról
2009/67,2009. évi XXXI. törvény,"A Polgári Törvénykönyv és a Polgári Törvénykönyv hatálybalépéséről és végrehajtásáról szóló 1960. évi 11.törvényerejű rendelet, valamint ezzel összefüggésben más törvények egyes rendelkezéseinek módosításáról"
2009/67,2009. évi XXXII. törvény,"Az Egyesült Nemzetek Nevelésügyi, Tudományos és Kulturális Szervezete Alkotmányának kihirdetéséről"
2009/67,2009. évi XXXIII. törvény,"A Magyar Népköztársaság és a Román Szocialista Köztársaság között Bukarestben, 1973. november 28-án aláírt konzuli egyezmény módosításáról szóló megállapodás kihirdetéséről, valamint a konzuli kapcsolatokról Bécsben, 1963. április 24-én elfogadott egyezmény kihirdetéséről szóló 1987. évi 13. törvényerejű rendelet módosításáról"
2009/67,2009. évi XXXIV. törvény,A Magyar Köztársaság és a Szerb Köztársaság között a bűnüldöző szerveknek a határokat átlépő bűnözés megelőzésében és a szervezett bűnözés elleni harcban folytatott együttműködéséről szóló Megállapodás kihirdetéséről
2009/68,2009. évi XXXV. törvény,Egyes adótörvények és azzal összefüggő egyéb törvények módosításáról
2009/71,2009. évi XXXVI. törvény,"A központi államigazgatási szervekről, valamint a Kormány tagjai és az államtitkárok jogállásáról szóló 2006. évi LVII. törvény módosításáról"
2009/71,2009. évi XXXVII. törvény,"Az erdőről, az erdő védelméről és az erdőgazdálkodásról"
2009/73,2009. évi XXXVIII. törvény,"A rendezett munkaügyi kapcsolatok követelményét érintő törvények módosításáról és egyéb, munkaügyi szempontból szükséges intézkedésekről"
2009/73,2009. évi XXXIX. törvény,A szőlőtermesztésről és a borgazdálkodásról szóló 2004. évi XVIII. törvény és a hegyközségekről szóló 1994. évi CII. törvény módosításáról
2009/73,2009. évi XL. törvény,A társadalombiztosítási nyugellátásról szóló 1997. évi LXXXI. törvény módosításáról
2009/74,2009. évi XLI. törvény,A hitelintézetekről és a pénzügyi vállalkozásokról szóló 1996. évi CXII. törvény betétbiztosítást érintő módosításáról
2009/74,2009. évi XLII. törvény,A közhasznú szervezetekről szóló 1997. évi CLVI. törvény módosításáról
2009/74,2009. évi XLIII. törvény,A felsőoktatásról szóló 2005. évi CXXXIX. törvény módosításáról
2009/81,2009. évi XLV. törvény,A közúti közlekedésről szóló 1988. évi I. törvény módosításáról
2009/81,2009. évi  XLVI. törvény,A vasúti közlekedésről szóló 2005. évi CLXXXIII. törvény módosításáról
2009/84,2009. évi XLVIII. törvény,"A nehéz helyzetbe került, lakáshitellel rendelkező polgárok védelme érdekében szükséges egyes törvénymódosításokról"
2009/84,2009. évi XLIX. törvény,A közoktatásról szóló  1993. évi LXXIX. törvény módosításáról
2009/85,2009. évi L. törvény,A fizetési meghagyásos eljárásról
2009/85,2009. évi LI. törvény,"A csődeljárásról és a felszámolási eljárásról szóló 1991. évi XLIX. törvény,  valamint az azzal összefüggő egyes törvények módosításáról"
2009/85,2009. évi LII. törvény,A hivatalos iratok elektronikus kézbesítéséről és az elektronikus tértivevényről
2009/85,2009. évi LIII. törvény,"A környezeti ügyekben az információhoz való hozzáférésről, a nyilvánosságnak a döntéshozatalban történő részvételéről és az igazságszolgáltatáshoz való jog biztosításáról szóló, Aarhusban, 1998. június 25-én elfogadott Egyezményhez kapcsolódó szennyezőanyag-kibocsátási és -szállítási nyilvántartásról szóló, Kijevben, 2003. május 21-én elfogadott Jegyzőkönyv kihirdetéséről"
2009/85,2009. évi LIV. törvény,Az autóbusszal végzett menetrend szerinti személyszállításról szóló 2004. évi XXXIII. törvény módosításáról
2009/86,2009. évi LV. törvény,Az állami vagyonról szóló 2007. évi CVI. törvény módosításáról
2009/88,2009. évi LVI. törvény,A közigazgatási hatósági eljárás és szolgáltatás általános szabályairól szóló 2004. évi CXL. törvény módosításáról szóló 2008. évi CXI. törvény hatálybalépésével és a belső piaci szolgáltatásokról szóló 2006/123/EK irányelv átültetésével összefüggő törvénymódosításokról
2009/88,2009. évi LVII. törvény,Az építési beruházások megvalósításának elősegítése érdekében egyes törvények módosításáról
2009/89,2009. évi LVIII. törvény,A Veszélyes Áruk Nemzetközi Közúti Szállításáról szóló Európai Megállapodás (ADR) A és B Melléklete 2009. évi módosításaival és kiegészítéseivel egységes szerkezetbe foglalt szövegének kihirdetéséről
2009/89,2009. évi LIX. törvény,"A Bernben, 1980. május 9-én kelt, Nemzetközi Vasúti Fuvarozási Egyezmény (COTIF) módosításáról Vilniusban elfogadott, 1999. június 3-án kelt Jegyzőkönyv C Függelékének Melléklete 2009. évi módosításokkal és kiegészítésekkel egységes szerkezetbe foglalt szövegének kihirdetéséről"
2009/89,2009. évi LX. törvény,Az elektronikus közszolgáltatásról
2009/89,2009. évi LXI. törvény,Egyes fémek begyűjtésével és értékesítésével összefüggő visszaélések visszaszorításáról
2009/89,2009. évi LXII. törvény,A kötelező gépjármű-felelősségbiztosításról
2009/92,2009. évi LXIV. törvény,A Magyar Köztársaság Alkotmányáról szóló 1949. évi XX. törvény módosításáról
2009/92,2009. évi LXV. törvény,Az egyes képviselői juttatások és kedvezmények megszüntetéséről
2009/92,2009. évi LXVI. törvény,A Magyar Köztársaság Kormánya és a Horvát Köztársaság Kormánya között a határokat átlépő bűnözés elleni harcban történő együttműködésről szóló Megállapodás kihirdetéséről
2009/92,2009. évi LXVII. törvény,A nemzeti agrárkár-enyhítési rendszerről és a kárenyhítési hozzájárulásról szóló 2008. évi CI. törvény módosításáról
2009/92,2009. évi LXVIII. törvény,A vállalkozások közötti jogviták gyorsabb elbírálása érdekében a polgári perrendtartásról szóló 1952. évi III. törvény módosításáról
2009/92,2009. évi LXIX. törvény,A Magyar Köztársaság 2009. évi költségvetéséről szóló 2008. évi CII. törvény módosításáról
2009/92,2009. évi LXX. törvény,Az állami vagyonról szóló 2007. évi CVI. törvény módosításáról
2009/92,2009. évi LXXI. törvény,A felsőoktatásról szóló 2005. évi CXXXIX. törvény módosításáról
2009/93,2009. évi LXXII. törvény,A hozzátartozók közötti erőszak miatt alkalmazható távoltartásról
2009/93,2009. évi LXXIII. törvény,Az Országos Érdekegyeztető Tanácsról
2009/93,2009. évi LXXIV. törvény,Az ágazati párbeszéd bizottságokról és a középszintű szociális párbeszéd egyes kérdéseiről
2009/94,2009. évi LXXV. törvény,Az igazságügyi szolgáltatásokkal kapcsolatos egyes törvények módosításáról
2009/94,2009. évi LXXVI. törvény,A szolgáltatási tevékenység megkezdésének és folytatásának általános szabályairól
2009/95,2009. évi LXXVII. törvény,A közteherviselés rendszerének átalakítását célzó törvénymódosításokról
2009/95,2009. évi LXXVIII. törvény,Az egyes nagy értékű vagyontárgyakat terhelő adóról
2009/95,2009. évi LXXIX. törvény,"A gyermekek védelméről és a gyámügyi igazgatásról szóló 1997. évi XXXI. törvény, valamint egyes szociális tárgyú törvények módosításáról"
2009/96,2009. évi LXXX. törvény,A Büntető Törvénykönyvről szóló 1978. évi IV. törvény módosításáról
2009/97,2009. évi LXXXI. törvény,Az adózás rendjéről szóló 2003. évi XCII. törvény módosításáról
2009/97,2009. évi LXXXII. törvény,A közbeszerzésekről szóló 2003.évi CXXIX.törvény módosításáról
2009/97,2009. évi LXXXIII. törvény,A büntetőeljárások időszerűségének javítása céljából abüntetőeljárásról szóló 1998.évi XIX.törvény módosításáról
2009/100,2009. évi LXXXIV. törvény,"A közbiztonság és a közrend védelmében, illetve fenntartásában közreműködő szervezetekre vonatkozó egyes törvények módosításáról"
2009/100,2009. évi LXXXV. törvény,A pénzforgalmi szolgáltatás nyújtásáról
2009/100,2009. évi LXXXVI. törvény,A hitelintézetekről és a pénzügyi vállalkozásokról szóló 1996. évi CXII. törvény pénzforgalmi intézményekkel és pénzforgalmi szolgáltatással összefüggő módosításáról
2009/101,2009. évi LXXXVII. törvény,Az agrárpiaci rendtartásról szóló 2003. évi XVI. törvény módosításáról
2009/104,2009. évi LXXXVIII. törvény,"nemzetközi polgári repülésről szóló, Chicagóban, az 1944. évi december hó 7. napján aláírt Egyezmény Függelékei módosításának kihirdetéséről"
2009/133,2009. évi LXXXIX. törvény,A társasházakról szóló 2003. évi CXXXIII. törvény módosításáról
2009/134,2009. évi XC. törvény,"A menekültek vízumkötelezettségének eltörléséről szóló, 1959. április 20-án, Strasbourgban aláírt Európai Megállapodás kihirdetéséről"
2009/135,2009. évi XCI. törvény,Az Egészségügyi Világszervezet Nemzetközi Egészségügyi Rendszabályainak kihirdetéséről
2009/146,2009. évi XCII. törvény,"A Nemzetközi Munkaügyi Szervezet Általános Konferenciája 1. ülésszakán elfogadott, a nőknek a szülés előtt és utána való foglalkoztatásáról szóló 1919. évi 3. számú Egyezmény felmondásáról"
2009/146,2009. évi XCIII. törvény,"A Nemzetközi Munkaügyi Szervezet Általános Konferenciája 7. ülésszakán elfogadott, a foglalkozási betegségek kártalanításáról szóló 1925. évi 18. számú Egyezmény felmondásáról"
2009/146,2009. évi XCIV. törvény,"A Nemzetközi Munkaügyi Szervezet Általános Konferenciája 8. ülésszakán elfogadott, a kivándorlók hajókon történő felügyeletének egyszerűsítéséről szóló 1926. évi 21. számú Egyezmény felmondásáról"
2009/148,2009. évi XCV. törvény,A mezőgazdasági és élelmiszeripari termékek vonatkozásában a beszállítókkal szemben alkalmazott tisztességtelen forgalmazói magatartás tilalmáról
2009/149,2009. évi XCVI. törvény,Az Országos Rádió és Televízió Testület 2008. évi költségvetésének végrehajtásáról
2009/149,2009. évi XCVII. törvény,A külföldi bizonyítványok és oklevelek elismeréséről szóló 2001. évi C. törvény módosításáról
2009/149,2009. évi XCVIII. törvény,A felnőttképzésről szóló 2001. évi CI. törvénynek az élethosszig tartó tanulás feltételeinek biztosítása érdekében történő módosításáról
2009/149,2009. évi XCIX. törvény,A vízgazdálkodásról szóló 1995. évi LVII. törvény módosításáról
2009/153,2009. évi CIII. törvény,"Az Európai Közösség és tagállamai, valamint Albánia, Bosznia és Hercegovina, Bulgária, az Egyesült Nemzetek Ideiglenes Koszovói Közigazgatási Missziója, Horvátország, Izland, Macedónia Volt Jugoszláv Köztársaság, Montenegró, Norvégia, Románia és Szerbia között létrejött, az európai közös légtér (EKLT) létrehozására irányuló többoldalú Megállapodás módosításának kihirdetéséről"
2009/155,2009. évi CIV. törvény,Az Európai Unió és az Amerikai Egyesült Államok között az utas-nyilvántartási adatállomány (PNR) adatainak a légi fuvarozók általi feldolgozásáról és az Amerikai Egyesült Államok Belbiztonsági Minisztériuma részére történő továbbításáról szóló megállapodás kihirdetéséről és a légi közlekedésről szóló 1995. évi XCVII. törvény módosításáról
2009/155,2009. évi CV. törvény,"A Magyar Köztársaság, az Osztrák Köztársaság, a Bolgár Köztársaság, Románia és a Török Köztársaság között a Nabucco Projekt tárgyában létrejött Megállapodás kihirdetéséről"
2009/155,2009. évi CVI. törvény,A közoktatásról szóló 1993. évi LXXIX. törvény módosításáról
2009/157,2009. évi CVII. törvény,"Az egyrészről az Európai Közösség és tagállamai, másrészről a Kínai Népköztársaság Kormánya közötti, a tengeri közlekedésről szóló megállapodást módosító jegyzőkönyv kihirdetéséről"
2009/157,2009. évi CVIII. törvény,"A közösségi vámjog végrehajtásáról szóló 2003. évi CXXVI. törvény, a Vám-és Pénzügyőrségről szóló 2004. évi XIX. törvény, valamint a kulturális örökség védelméről szóló 2001. évi LXIV. törvény módosításáról"
2009/157,2009. évi CIX. törvény,A Magyar Köztársaság 2010. évi költségvetését megalapozó egyes törvények módosításáról
2009/160,2009. évi CX. törvény,Az európai közösségi jogharmonizációs kötelezettségek teljesítését célzó egyes adótörvények módosításáról
2009/160,2009. évi CXI. törvény,"A környezetvédelmi termékdíjról, továbbá egyes termékek környezetvédelmi termékdíjáról szóló 1995. évi LVI. törvény módosításáról"
2009/160,2009. évi CXII. törvény,"Az illetékekről szóló 1990. évi XCIII. törvény módosításáról, valamint a hiteles tulajdonilap-másolat igazgatási szolgáltatási díjáról szóló 1996. évi LXXXV. törvény és egyes kapcsolódó törvények módosításáról"
2009/160,2009. évi CXIII. törvény,A jövedéki adóról és a jövedéki termékek forgalmazásának különös szabályairól szóló 2003. évi CXXVII. törvény módosításáról
2009/160,2009. évi CXIV. törvény,A lakáscélú kölcsönökre vonatkozó állami készfizető kezességről szóló 2009. évi IV. törvény módosításáról
2009/161,2009. évi CXV. törvény,Az egyéni vállalkozóról és az egyéni cégről
2009/169,2009. évi CXXI. törvény,"A gazdasági társaságokról szóló 2006. évi IV. törvény, valamint a cégnyilvánosságról, a bírósági cégeljárásról és a végelszámolásról szóló 2006. évi V. törvény módosításáról"
2009/169,2009. évi CXXII. törvény,A köztulajdonban álló gazdasági társaságok takarékosabb működéséről
2009/169,2009. évi CXXIII. törvény,A fővárosi önkormányzat és a kerületi önkormányzatok közötti forrásmegosztásról szóló 2006. évi CXXXIII. törvény módosításáról
2009/171,2009. évi CXXIV. törvény,Az egyes képviselői juttatások és kedvezmények megszüntetéséről  szóló 2009. évi LXV. törvény módosításáról
2009/171,2009. évi CXXV. törvény,A magyar jelnyelvről és a magyar jelnyelv használatáról
2009/171,2009. évi CXXVI. törvény,Egyes munkaügyi tárgyú törvények módosításáról
2009/171,2009. évi CXXVII. törvény,A társadalombiztosítási nyugellátásról  szóló 1997. évi LXXXI. törvény módosításáról
2009/177,2009. évi CXXVIII. törvény,A választási eljárásról szóló 1997. évi C. törvény módosításáról szóló 2005. évi LXXXI. törvény hatályon kívül helyezéséről
2009/178,2009. évi CXXIX. törvény,A Magyar Köztársaság 2008. évi költségvetésének végrehajtásáról
2009/179,2009. évi CXXX. törvény,A Magyar Köztársaság 2010. évi költségvetéséről
2009/181,2009. évi CXXXI. törvény,Az Európa Tanács közérdekű adatot tartalmazó iratokhoz való hozzáférésről szóló Egyezményének kihirdetéséről
2009/181,2009. évi CXXXII. törvény,A Magyar Köztársaság Kormánya és az Olasz Köztársaság Kormánya között a kötelező kőolaj- és kőolajtermék-készletek tárolása terén való együttműködésről szóló Megállapodás kihirdetéséről
2009/181,2009. évi CXXXIII. törvény,A megfelelőségértékelő szervezetek tevékenységéről
2009/181,2009. évi CXXXIV. törvény,A foglalkoztatás elősegítéséről és a munkanélküliek ellátásáról szóló 1991. évi IV. törvény módosításáról
2009/181,2009. évi CXXXV. törvény,A szakképzésről szóló 1993. évi LXXVI. törvény módosításáról
2009/181,2009. évi CXXXVI. törvény,"A szabálysértésekről szóló 1999. évi LXIX. törvény, a büntetőeljárásról szóló 1998. évi XIX. törvény, valamint a Büntető Törvénykönyvről szóló 1978. évi IV. törvény módosításáról"
2009/181,2009. évi CXXXVII. törvény,Az Országos Rádió és Televízió Testület 2010. évi költségvetéséről
2009/181,2009. évi CXXXVIII. törvény,A felsőoktatásról szóló 2005. évi CXXXIX. törvény módosításáról
2009/183,2009. évi CXXXIX. törvény,A 2011. évi népszámlálásról
2009/184,2009. évi CXL. törvény,A bányászatról szóló 1993. évi XLVIII. törvény módosításáról
2009/184,2009. évi CXLI. törvény,A fegyveres szervek hivatásos állományú tagjainak szolgálati viszonyáról szóló 1996. évi XLIII. törvény módosításáról
2009/184,2009. évi CXLII. törvény,A Magyar Honvédség hivatásos és szerződéses állományú katonáinak jogállásáról szóló 2001. évi XCV. törvény módosításáról
2009/185,2009. évi CXLIII. törvény,"A Magyar Köztársaság Kormánya és a Macedón Köztársaság Kormánya között, a katasztrófák esetén történő együttműködésről és kölcsönös segítségnyújtásról szóló Egyezmény kihirdetéséről"
2009/185,2009. évi CXLIV. törvény,A vízitársulatokról
2009/185,2009. évi CXLV. törvény,Az állatok védelméről és kíméletéről szóló 1998. évi XXVIII. törvény módosításáról
2009/188,2009. évi CXLVI. törvény,A Büntető Törvénykönyvről szóló 1978. évi IV. törvény módosításáról
2009/189,2009. évi CXLVIII. törvény,A pénzügyi közvetítőrendszer felügyeletének hatékonyabbá tételéhez szükséges egyes törvénymódosításokról
2009/189,2009. évi CXLIX. törvény,A bűnügyi nyilvántartási rendszer átalakításával összefüggő törvénymódosításokról
2009/191,2009. évi CL. törvény,Az egyes pénzügyi tárgyú törvények módosításáról
2009/192,2009. évi CLI. törvény,"A Nemzeti Akkreditáló Testület szervezetéről, feladat- és hatásköréről, valamint eljárásáról szóló 2005. évi LXXVIII. törvény módosításáról"
2009/192,2009. évi CLII. törvény,Az egyszerűsített foglalkoztatásról
2009/192,2009. évi CLIII. törvény,Egyes közlekedési tárgyú törvények módosításáról
2009/193,2009. évi CLIV. törvény,Az egyes egészségügyi tárgyú törvények módosításáról
2009/194,2009. évi CLV. törvény,A minősített adat védelméről
2009/194,2009. évi CLVI. törvény,A sportról szóló 2004. évi I. törvény módosításáról
2009/194,2009. évi CLVII. törvény,A rehabilitációs járadékról szóló 2007. évi LXXXIV. törvény módosításáról
2009/194,2009. évi CLVIII. törvény,A személyi jövedelemadóról szóló 1995. évi CXVII. törvény módosításáról
2009/196,2009. évi CLIX. törvény,"Az Európai Unióról szóló szerződés K.3. cikke alapján létrejött, az Európai Közösségek pénzügyi érdekeinek védelméről szóló Egyezmény és az azt kiegészítő jegyzőkönyvek, valamint az Európai Unióról szóló Szerződés 35. Cikkének (2) bekezdése alapján megtett nyilatkozat kihirdetéséről"
2009/196,2009. évi CLX. törvény,"A gyermekek fegyveres konfliktusba történő bevonásáról szóló, a Gyermek jogairól szóló egyezményhez fűzött Fakultatív Jegyzőkönyv megerősítéséről és kihirdetéséről"
2009/196,2009. évi CLXI. törvény,"A gyermekek eladásáról, a gyermekprostitúcióról és a gyermekpornográfiáról szóló, a Gyermek jogairól szóló egyezményhez fűzött Fakultatív Jegyzőkönyv megerősítéséről és kihirdetéséről"
2009/196,2009. évi CLXII. törvény,A fogyasztónak nyújtott hitelről
2009/196,2009. évi CLXIII. törvény,"A tisztességes eljárás védelméről, valamint az ezzel összefüggő törvénymódosításokról"
2010/1,2010. évi I. törvény,Az anyakönyvi eljárásról
2010/1,2010. évi II. törvény,"A Tisza-völgy árvízi biztonságának növelését, valamint az érintett térség terület- és vidékfejlesztését szolgáló program (a Vásárhelyi-terv továbbfejlesztése) közérdekűségéről és megvalósításáról szóló 2004. évi LXVII. törvény módosításáról"
2010/1,2010. évi III. törvény,"A mezőgazdasági, agrár-vidékfejlesztési, valamint halászati támogatásokhoz és egyéb intézkedésekhez kapcsolódó eljárás egyes kérdéseiről szóló 2007. évi XVII. törvény módosításáról"
2010/1,2010. évi IV. törvény,A bányászatról szóló 1993. évi XLVIII. törvény módosításáról
2010/1,2010. évi V. törvény,A szerencsejáték szervezéséről szóló 1991. évi XXXIV. törvény módosításáról
2010/2,2010. évi VI. törvény,"A Genfben, 2000. május 26. napján kelt, a Veszélyes Áruk Nemzetközi Belvízi Szállításáról szóló Európai Megállapodás (ADN) szövegének módosításáról szóló Jegyzőkönyv kihirdetéséről, valamint az ADN-hez csatolt Szabályzat kihirdetéséről és belföldi alkalmazásáról"
2010/2,2010. évi VII. törvény,Egyes energetikai tárgyú törvények módosításáról
2010/26,2010. évi VIII. törvény,"A társadalombiztosítás ellátásaira és a magánnyugdíjra jogosultakról, valamint e szolgáltatások fedezetéről szóló 1997. évi LXXX. törvény módosításáról"
2010/26,2010. évi IX. törvény,Az élelmiszerláncról és hatósági felügyeletéről szóló 2008. évi XLVI. törvény módosításáról
2010/26,2010. évi X. törvény,"A Magyar Köztársaság Kormánya és az Örmény Köztársaság Kormánya között a kettős adóztatás elkerüléséről és az adóztatás kijátszásának megakadályozásáról a jövedelem- és a vagyonadók területén Budapesten, 2009. november 9. napján aláírt Egyezmény kihirdetéséről"
2010/26,2010. évi XI. törvény,"A Nemzetközi Valutaalap alapokmányáról szóló Egyezmény 1990. június 28. napján kelt, harmadik módosításának, 1997. szeptember 23. napján kelt, negyedik módosításának, valamint a 2008. április 28. és május 5. napján kelt, ötödik módosításának kihirdetéséről, valamint a Nemzetközi Valutaalappal kapcsolatos egyes jegybanki feladatokról"
2010/28,2010. évi XII. törvény,Az egyes pénzügyi tárgyú törvényeknek az új Polgári Törvénykönyvvel összefüggő módosításáról
2010/28,2010. évi XIII. törvény,A környezet védelmének általános szabályairól szóló 1995. évi LIII. törvénymódosításáról
2010/28,2010. évi XIV. törvény,A rendezett munkaügyi kapcsolatokkal kapcsolatos egyes törvények módosításáról
2010/30,2010. évi XV. törvény,A Polgári Törvénykönyvről szóló 2009. évi CXX. törvény hatálybalépéséről és végrehajtásáról
2010/30,2010. évi XVI. törvény,"Az alapítványok elektronikus nyilvántartásáról, valamint a nyilvántartásból történő adatszolgáltatásról"
2010/30,2010. évi XVII. törvény,A nagykorú személy döntéshozatalának és jognyilatkozata megtételének segítéséhez kapcsolódó polgári nemperes eljárásokról
2010/30,2010. évi XVIII. törvény,"A gondnokoltak és gondnokaik, a támogatott személyek és támogatóik, valamint az előzetes jognyilatkozatok nyilvántartásáról"
2010/32,2010. évi XIX. törvény,"Az egyrészről az Európai Közösség és tagállamai, másrészről Kanada közötti légiközlekedési megállapodás kihirdetéséről"
2010/32,2010. évi XX. törvény,"Az egyrészről az Amerikai Egyesült Államok, másrészről az Európai Közösség és tagállamai, harmadrészről Izland és negyedrészről a Norvég Királyság közötti légiközlekedési megállapodás kihirdetéséről"
2010/32,2010. évi XXI. törvény,"Az egyrészről az Amerikai Egyesült Államok, másrészről az Európai Közösség és tagállamai, harmadrészről Izland és negyedrészről a Norvég Királyság közötti légiközlekedési megállapodás alkalmazásáról szóló, egyrészről az Európai Közösség és tagállamai, másrészről Izland és harmadrészről a Norvég Kirányság közötti kiegészítő megállapodás kihirdetéséről"
2010/32,2010. évi XXII. törvény,"A Magyar Köztársaság Kormánya és az Amerikai Egyesült Államok Kormánya között  a jövedelemadók területén a kettős adóztatás elkerüléséről és az adóztatás kijátszásának megakadályozásáról Budapesten, 2010. február 4. napján aláírt Egyezmény kihirdetéséről"
2010/32,2010. évi XXIII. törvény,A polgármesteri tisztség ellátásának egyes kérdéseiről és az önkormányzati képviselők tiszteletdíjáról szóló 1994. évi LXIV. törvény módosításáról
2010/32,2010. évi XXIV. törvény,A 2010. évi általános mezőgazdasági összeírásról
2010/32,2010. évi XXV. törvény,A hadigondozásról szóló 1994. évi XLV. törvény módosításáról
2010/32,2010. évi XXVI. törvény,"A Helyi Önkormányzatok Európai Chartájáról szóló, Strasbourgban, 1985. október 15-én kelt egyezménynek a helyi közéletben való részvételről szóló kiegészítő jegyzőkönyve kihirdetéséről"
2010/32,2010. évi XXVII. törvény,"A Magyar Köztársaság Kormánya és az Albán Köztársaság Kormánya között a jogellenesen tartózkodó személyeknek az államhatáron történő visszafogadásáról szóló, Tiranában, 2001. március 20-án aláírt Egyezmény kihirdetéséről szóló 2001. évi XCVIII. törvény, valamint a Magyar Köztársaság Kormánya és a Szerbia és Montenegró Kormánya között a két állam területén jogellenesen tartózkodó személyek átadásáról és visszafogadásáról szóló, Belgrádban, 2001. november 7-én aláírt Egyezmény kihirdetéséről szóló 2003. évi XXII. törvény hatályon kívül helyezéséről"
